Host,Name,IP,Groups,Tags
CL-PLD-TI-ACC-18,CL-PLD-TI-ACC-18,10.22.2.18,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-18,location:ASCENSORES P4 - NORTE LADO TLR"
CL-PLD-TI-ACC-19,CL-PLD-TI-ACC-19,10.22.2.13,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-19,location:ASCENSORES P5 - CENTRO LADO PH"
CL-PTO-TI-ACC-02,CL-PTO-TI-ACC-02,10.5.2.28,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-03,CL-PTO-TI-ACC-03,10.5.2.21,"CL-PTO-TI, FLUJOS",
CL-PTO-COP-CIT-5,CL-PTO-COP-CIT-5,10.160.10.14,"CL-PTO-COP, CITOFONIA",
CL-PTO-PK-SW-05,CL-PTO-PK-SW-05,10.204.17.4,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PTO-COP-CIT-7,CL-PTO-COP-CIT-7,10.160.10.16,"CL-PTO-COP, CITOFONIA",
CL-PVE-COP-CAM-349,CL-PVE-COP-CAM-349,10.150.5.185,CL-PVE-COP,
CL-PTO-COP-COM-07,CL-PTO-COP-COM-07,10.150.181.16,"PME, CL-PTO-COP",
PE-MCO-COP-CAM-46,PE-MCO-COP-CAM-46,10.255.30.67,PE-MCO-COP,
CL-CM-TI-P7-AP-04,CL-CM-TI-P7-AP-04,10.1.5.4,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9115AXI-A"
CL-CM-TI-P2-AP-03,CL-CM-TI-P2-AP-03,10.1.5.20,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
SW-ETMS-3,SW-ETMS-3,10.121.194.216,"switch, CL-PCO-PK","marca:cisco, modelo:WS-C2960-24TC-S, red:parking"
mplclaznetddp01,CL-AZ-TI-LOG-DATADOG,10.92.6.27,"Linux servers, servers, AZURE","SO_VERSION:LSU20.04, SO:Linux, BD:, HW:Virtual, MODELO:NA, AREA:Ciberseguridad"
CL-CM-TI-P10-UPS-01,CL-CM-TI-P10-UPS-01,10.1.0.220,"CL-CM-TI, UPS",
CL-PLD-TI-ACC-20,CL-PLD-TI-ACC-20,10.22.2.14,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-20,location:ASCENSORES P5 - CENTRO LADO TLR"
CL-PVE-PK-SW-CORE,CL-PVE-PK-SW-CORE,10.121.225.1,"CL-PVE-PK, switch","red:parking, marca:aruba, modelo:3810M-16SFP+-2-slot"
CL-PLD-TI-ACC-21,CL-PLD-TI-ACC-21,10.22.2.11,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-21,location:ASCENSORES P5 - NORTE LADO PH"
CL-PLD-TI-ACC-22,CL-PLD-TI-ACC-22,10.22.2.12,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-22,location:ASCENSORES P5 - NORTE LADO TLR"
CL-PTO-TI-ACC-04,CL-PTO-TI-ACC-04,10.5.2.3,"CL-PTO-TI, FLUJOS",
PE-MCO-COP-UPS 32,PE-MCO-COP-UPS 32,10.226.38.233,"PE-MCO-COP, UPS",
CL-PVE-COP-CAM-495,CL-PVE-COP-CAM-495,10.150.139.116,CL-PVE-COP,
CL-PTO-PK-SW-06,CL-PTO-PK-SW-06,10.204.17.19,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PCA-COP-SW-01,CL-PCA-COP-SW-01,10.150.15.1,"CL-PCA-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560X-24"
CL-PTO-COP-COM-01,CL-PTO-COP-COM-01,10.150.181.10,"PME, CL-PTO-COP",
CL-CM-TI-P10-UPS-03,CL-CM-TI-P10-UPS-03,10.1.0.222,"CL-CM-TI, UPS",
PE-OPATO-TI-ACC 10,PE-OPATO-TI-ACC 10,10.234.8.218,"FLUJOS, PE-OPATO",
CL-PLD-TI-SW-CORE-01,CL-PLD-TI-SW-CORE-01,10.22.0.2,"CL-PLD-TI, routers, switch, TI-SW","filtro-inventario:switch, marca:huawei, modelo:S5735-L48P4X-A1"
PE-OPANG-TI-ACC 05,PE-OPANG-TI-ACC 05,10.231.8.204,"FLUJOS, PE-OPANG",
CL-CM-TI-P7-AP-10,CL-CM-TI-P7-AP-10,10.1.5.6,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
CL-PLS-COP-CIT-5,CL-PLS-COP-CIT-5,10.160.30.12,"CL-PLS-COP, CITOFONIA",
CL-PLD-TI-ACC-23,CL-PLD-TI-ACC-23,10.22.2.42,"CL-PLD-TI, FLUJOS","componente:CL-PLD-TI-ACC, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:counter,mall:pld,criticality:normal,status:error,name:CL-PLD-TI-ACC-23,location:Juan Valdez"
CL-PTO-TI-ACC-05,CL-PTO-TI-ACC-05,10.5.2.27,"CL-PTO-TI, FLUJOS",
CL-PLD-TI-UPS-01,CL-PLD-TI-UPS-01,10.22.0.3,"CL-PLD-TI, UPS",
mplclazdcertp01,CL-AZ-TI-DOMCERT,10.92.6.13,"Virtual machines, servers, AZURE, Windows Server","SO:Windows, SO_VERSION:WS2019, BD:NA, HW:Virtual, MODELO:NA, AREA:Ciberseguridad"
CL-PTO-TI-ACC-06,CL-PTO-TI-ACC-06,10.5.2.26,"CL-PTO-TI, FLUJOS",
CL-PVE-TI-ACC-05,CL-PVE-TI-ACC-05,10.2.2.23,"CL-PVE-TI, FLUJOS",
PE-OPANG-SW-13,PE-OPANG-SW-13,10.231.50.13,"switch, PE-OPANG","marca:cisco, modelo:c9200l-24p-4g"
CL-PVE-COP-CAM-380,CL-PVE-COP-CAM-380,10.150.5.221,CL-PVE-COP,
CL-PTO-PK-SW-07,CL-PTO-PK-SW-07,10.204.17.6,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PCA-COP-SW-04,CL-PCA-COP-SW-04,10.150.114.254,"CL-PCA-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PCA-COP-CIT-09,CL-PCA-COP-CIT-09,10.160.14.18,"CL-PCA-COP, CITOFONIA",
CL-PVE-COP-SW-15,CL-PVE-COP-SW-15,10.160.105.252,"CL-PVE-COP, switch","marca:cisco, modelo:C9500-24Y4C"
CL-PTR-COP-CAM-97,CL-PTR-COP-CAM-97,10.150.20.179,CL-PTR-COP,nivel:critico
CL-PTR-COP-CAM-60,CL-PTR-COP-CAM-60,10.150.20.124,CL-PTR-COP,
CL-CM-TI-POLY-04,CL-CM-TI-POLY-04,10.181.9.17,CL-CM-TI,
CL-CM-TI-P7-AP-09,CL-CM-TI-P7-AP-09,10.1.5.7,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
PE-OPATO-TI-ACC 11,PE-OPATO-TI-ACC 11,10.234.8.211,"FLUJOS, PE-OPATO",
CL-PLD-TI-AP-02,CL-PLD-TI-AP-02,10.22.0.155,"CL-PLD-TI, AP","marca:cisco, modelo:AIR-CAP1702I-A-K9"
PE-OPANG-TI-ACC 06,PE-OPANG-TI-ACC 06,10.231.8.205,"FLUJOS, PE-OPANG",
CL-CM-TI-POLY-05,CL-CM-TI-POLY-05,10.181.9.18,CL-CM-TI,
CL-PTO-TI-ACC-07,CL-PTO-TI-ACC-07,10.5.2.22,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-08,CL-PTO-TI-ACC-08,10.5.2.29,"CL-PTO-TI, FLUJOS",
CL-PLS-COP-CIT-6,CL-PLS-COP-CIT-6,10.160.30.13,"CL-PLS-COP, CITOFONIA",
CL-PTO-TI-ACC-09,CL-PTO-TI-ACC-09,10.5.2.6,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-10,CL-PTO-TI-ACC-10,10.5.2.9,"CL-PTO-TI, FLUJOS",
MPLAZAOTAS,CL-DC-TI-MPLAZAOTAS,10.85.233.77,"Virtual machines, servers, CL-DC-TI, Windows Server","SO:Windows, SO_VERSION:WS2008, BD:SQL2008, HW:Virtual, MODELO:NA, AREA:CDN-Sap"
CL-PTO-TI-ACC-11,CL-PTO-TI-ACC-11,10.5.2.10,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-12,CL-PTO-TI-ACC-12,10.5.2.23,"CL-PTO-TI, FLUJOS",
CL-PVE-TI-ACC-06,CL-PVE-TI-ACC-06,10.2.2.29,"CL-PVE-TI, FLUJOS",
CL-PVE-TI-ACC-07,CL-PVE-TI-ACC-07,10.2.2.25,"CL-PVE-TI, FLUJOS",
CL-PVE-TI-ACC-08,CL-PVE-TI-ACC-08,10.2.2.26,"CL-PVE-TI, FLUJOS",
mplrgazwebcdp01,RG-AZ-TI-CADDY,10.92.6.33,"Linux servers, servers, AZURE","SO:Linux, SO_VERSION:LSU22.04, BD:NA, HW:Virtual, MODELO:NA, AREA:Infraestructura y redes"
PE-OPANG-SW-14,PE-OPANG-SW-14,10.231.50.14,switch,"marca:cisco, modelo:C9200l-24p-4x"
PE-OPANG-TI-ACC  07,PE-OPANG-TI-ACC  07,10.231.8.206,"FLUJOS, PE-OPANG",
CL-PTR-COP-CAM-178,CL-PTR-COP-CAM-178,10.150.20.95,CL-PTR-COP,
CL-PTR-COP-CAM-01,CL-PTR-COP-CAM-01,10.150.20.83,CL-PTR-COP,nivel:critico
CL-PTO-TI-ACC-13,CL-PTO-TI-ACC-13,10.5.2.5,"CL-PTO-TI, FLUJOS",
CL-POE-PK-SW-01,CL-POE-PK-SW-01,10.124.113.3,"CL-POE-PK, switch","marca:aruba, modelo:2930F-24G-PoE+-4SFP+, red:parking"
CL-PTO-PK-SW-08,CL-PTO-PK-SW-08,10.204.17.7,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PVE-TI-ACC-09,CL-PVE-TI-ACC-09,10.2.2.27,"CL-PVE-TI, FLUJOS",
CL-PVE-TI-ACC-10,CL-PVE-TI-ACC-10,10.2.2.37,"CL-PVE-TI, FLUJOS",
PE-OPATO-TI-ACC 12,PE-OPATO-TI-ACC 12,10.234.8.212,"FLUJOS, PE-OPATO",
PE-MBV-COP-UPS-15,PE-MBV-COP-UPS-15,10.255.1.229,PE-MBV-COP,
CL-PTO-TI-ACC-14,CL-PTO-TI-ACC-14,10.5.2.19,"CL-PTO-TI, FLUJOS",
CL-PAR-TI-ACC-11,CL-PAR-TI-ACC-11,10.23.2.22,"CL-PAR-TI, FLUJOS",
CL-CM-TI-AP-21,CL-CM-TI-AP-21,10.1.4.16,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
PE-OPANG-TI-ACC 08,PE-OPANG-TI-ACC 08,10.231.8.207,"FLUJOS, PE-OPANG",
PE-MCO-COP-CAM-160,PE-MCO-COP-CAM-160,10.255.30.181,PE-MCO-COP,
PE-OPATO-TI-ACC 13,PE-OPATO-TI-ACC 13,10.234.8.213,"FLUJOS, PE-OPATO",
CL-PTO-PK-SW-09,CL-PTO-PK-SW-09,10.204.17.8,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PVE-TI-ACC-11,CL-PVE-TI-ACC-11,10.2.2.38,"CL-PVE-TI, FLUJOS",
GW-SAP-01,GW-SAP-01,169.145.97.5,PROVEEDORES,
PE-OPANG-SW-15,PE-OPANG-SW-15,10.231.50.15,"switch, PE-OPANG","marca:cisco, modelo:C9200l-48p-4x"
PE-MCO-TI-AP-01,PE-MCO-TI-AP-01,10.226.6.10,"PE-MCO-TI, AP","marca:cisco, modelo:C9105AXI-A"
CL-PCO-PK-SW-CORE-PARKING,CL-PCO-PK-SW-CORE-PARKING,10.121.145.1,"switch, CL-PCO-PK","marca:cisco, modelo:WS-C2960-24TC-S, red:parking"
mplrgaztenabp01,RG-AZ-TI-TENABLE,10.92.6.24,"Linux servers, servers, AZURE","SO_VERSION:LSO8.10, AREA:Ciberseguridad, BD:NA, HW:Virtual, MODELO:NA, SO:Linux"
dev-aforos,CL-GCP-TI-DEV-AFOROS,10.90.1.13,"Linux servers, Virtual machines, servers, GCP","SO_VERSION:LSU18.04, SO:Linux, BD:NA, HW:Virtual, MODELO:NA, AREA:Data & Analitics"
mplclazdnswp01,CL-AZ-TI-DNS-FORWARDER,10.92.0.132,"servers, AZURE, Windows Server","SO:Windows, SO_VERSION:WS2019, BD:NA, HW:Virtual, MODELO:NA, AREA:Infraestructura y redes"
mplrgazdprelp01,CL-AZ-TI-DEEP-SECURITY-RELAY,10.92.6.31,"Linux servers, servers, AZURE","MODELO:NA, AREA:Ciberseguridad, SO:Linux, SO_VERSION:LSU22.04, BD:NA, HW:Virtual"
PE-MCO-COP-UPS 33,PE-MCO-COP-UPS 33,10.226.38.234,"PE-MCO-COP, UPS",
CL-PTR-COP-CAM-194,CL-PTR-COP-CAM-194,10.150.20.218,CL-PTR-COP,
PE-OPANG-TI-ACC 09,PE-OPANG-TI-ACC 09,10.231.8.208,"FLUJOS, PE-OPANG",
CL-CM-TI-AP-04,CL-CM-TI-AP-04,10.1.4.18,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
PE-OPATO-TI-ACC 14,PE-OPATO-TI-ACC 14,10.234.8.214,"FLUJOS, PE-OPATO",
CL-PTR-COP-CAM-147,CL-PTR-COP-CAM-147,10.150.20.140,CL-PTR-COP,
CL-PCA-COP-CIT-10,CL-PCA-COP-CIT-10,10.160.14.19,"CL-PCA-COP, CITOFONIA",
CL-PCA-COP-SW-03,CL-PCA-COP-SW-03,10.150.14.252,"CL-PCA-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960-24PC-L"
CL-PTR-COP-CAM-161,CL-PTR-COP-CAM-161,10.150.20.216,CL-PTR-COP,
PE-OPHYO-SW 01,PE-OPHYO-SW 01,10.233.50.8,"switch, PE-OPHYO","marca:cisco, modelo:C9200L-24P-4X"
CL-POE-SW-01,CL-POE-SW-01,10.200.50.224,"CL-POE-COP, switch","marca:huawei, modelo:S5730-48C-SI-AC"
CL-PLS-COP-COM-09,CL-PLS-COP-COM-09,10.150.115.67,"PME, CL-PLS-COP",
CL-CM-TI-PRINTER-06,CL-CM-TI-PRINTER-06,10.1.0.49,CL-CM-TI,
mplclazdbnetp03,CL-AZ-PK-DBNET-03,10.92.18.4,"servers, AZURE, DBNET, Windows Server","SO:Windows, SO_VERSION:WS2019, BD:NA, HW:Virtual, MODELO:NA, AREA:Parking"
mplclazdbnetp08,CL-AZ-PK-DBNET-08,10.92.6.26,"servers, AZURE, DBNET, Windows Server","SO:Windows, SO_VERSION:WS2019, BD:NA, HW:Virtual, MODELO:NA, AREA:Parking"
PE-OPANG-SW-16,PE-OPANG-SW-16,10.231.50.16,switch,"marca:cisco, modelo:C9200l-48p-4x"
CL-PTO-TI-ACC-15,CL-PTO-TI-ACC-15,10.5.2.15,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-16,CL-PTO-TI-ACC-16,10.5.2.16,"CL-PTO-TI, FLUJOS",
PE-MBV-TI-ACC-05,PE-MBV-TI-ACC-05,192.168.211.17,"PE-MBV-TI, FLUJOS",
CL-PTR-COP-CAM-32,CL-PTR-COP-CAM-32,10.150.20.59,CL-PTR-COP,nivel:critico
CL-PTR-COP-CAM-03,CL-PTR-COP-CAM-03,10.150.20.85,CL-PTR-COP,nivel:critico
CL-PTO-PK-SW-10,CL-PTO-PK-SW-10,10.204.17.9,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PBB-COP-SW-04,CL-PBB-COP-SW-04,10.150.117.250,"CL-PBB-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-CM-TI-AP-13,CL-CM-TI-AP-13,10.1.4.13,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PCA-COP-CIT-12,CL-PCA-COP-CIT-12,10.160.14.21,"CL-PCA-COP, CITOFONIA",
CL-PLD-COP-SW-CORE-01,CL-PLD-COP-SW-CORE-01,10.152.30.1,"CL-PLD-COP, switch","componente:CL-PLD-COP-SW, filtro-inventario:sw-cop, modelo:S6730-H48X6C-V2, marca:huawei"
CL-CM-TI-PRINTER-08,CL-CM-TI-PRINTER-08,10.181.10.4,CL-CM-TI,
PE-OPANG-TI-ACC 10,PE-OPANG-TI-ACC 10,10.231.8.209,"FLUJOS, PE-OPANG",
CL-PLS-COP-COM-1,CL-PLS-COP-COM-1,30.150.115.10,"PME, CL-PLS-COP",
CL-POE-SW-12,CL-POE-SW-12,10.200.50.232,"CL-POE-COP, switch","marca:huawei, modelo:S5730-48C-SI-AC"
CL-POE-UPS-02,CL-POE-UPS-02,10.200.50.20,"CL-POE-COP, UPS",
CL-PLS-COP-COM-2,CL-PLS-COP-COM-2,30.150.115.11,"PME, CL-PLS-COP",
CL-PTO-TI-ACC-17,CL-PTO-TI-ACC-17,10.5.2.2,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-18,CL-PTO-TI-ACC-18,10.5.2.24,"CL-PTO-TI, FLUJOS",
CL-PVE-TI-ACC-12,CL-PVE-TI-ACC-12,10.2.2.41,"CL-PVE-TI, FLUJOS",
CL-PLS-COP-COM-11,CL-PLS-COP-COM-11,10.150.115.79,"PME, CL-PLS-COP",
CL-PTR-COP-CAM-99,CL-PTR-COP-CAM-99,10.150.20.181,CL-PTR-COP,
CL-PLS-COP-COM-10,CL-PLS-COP-COM-10,10.150.115.69,"PME, CL-PLS-COP",
CL-PTO-PK-SW-11,CL-PTO-PK-SW-11,10.204.17.10,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-POE-UPS-04,CL-POE-UPS-04,10.200.50.22,"CL-POE-COP, UPS",
CL-CM-TI-AP-17,CL-CM-TI-AP-17,10.1.4.12,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-CM-TI-P7-AP-05,CL-CM-TI-P7-AP-05,10.1.5.8,"CL-CM-TI, CL-TI-ADM","Marca:cisco, Modelo:C9120AXI-A"
PE-MBV-TI-ACC-06,PE-MBV-TI-ACC-06,192.168.211.15,"PE-MBV-TI, FLUJOS",
PE-OPANG-TI-ACC 11,PE-OPANG-TI-ACC 11,10.231.8.210,"FLUJOS, PE-OPANG",
CL-PLD-COP-SW-2,CL-PLD-COP-SW-2,10.152.31.253,"CL-PLD-COP, switch","componente:CL-PLD-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PTR-COP-CAM-129,CL-PTR-COP-CAM-129,10.150.20.147,CL-PTR-COP,
CL-PAR-TI-PC-CLAN-01,CL-PAR-TI-PC-CLAN-01,10.23.1.75,CL-PAR-TI,
CL-PTR-COP-CAM-206,CL-PTR-COP-CAM-206,10.150.20.195,CL-PTR-COP,
CL-PTR-COP-CAM-40,CL-PTR-COP-CAM-40,10.150.20.51,CL-PTR-COP,
CL-CM-TI-P7-AP-03,CL-CM-TI-P7-AP-03,10.1.5.11,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
CL-PTR-COP-CAM-55,CL-PTR-COP-CAM-55,10.150.20.129,CL-PTR-COP,nivel:critico
CL-POE-UPS-10,CL-POE-UPS-10,10.200.50.40,"CL-POE-COP, UPS",
CL-PTO-TI-ACC-19,CL-PTO-TI-ACC-19,10.5.2.25,"CL-PTO-TI, FLUJOS",
CL-PTO-TI-ACC-20,CL-PTO-TI-ACC-20,10.5.2.20,"CL-PTO-TI, FLUJOS",
CL-PVE-TI-ACC-13,CL-PVE-TI-ACC-13,10.2.2.55,"CL-PVE-TI, FLUJOS",
CL-PTR-COP-CAM-27,CL-PTR-COP-CAM-27,10.150.20.197,CL-PTR-COP,
CL-PLS-COP-SW-05,CL-PLS-COP-SW-05,10.150.115.253,"CL-PLS-COP, switch","filtro-inventario:sw-cop, modelo:WS-C3850-24S-S, marca:cisco"
CL-PTO-PK-SW-12,CL-PTO-PK-SW-12,10.204.17.14,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
CL-PTR-COP-CAM-174,CL-PTR-COP-CAM-174,10.150.20.192,CL-PTR-COP,
CL-PTR-COP-CAM-171,CL-PTR-COP-CAM-171,10.150.20.189,CL-PTR-COP,
CL-POE-MSS-SW-27,CL-POE-MSS-SW-27,10.200.50.247,"CL-POE-COP, switch","Marca:HUAWEI, Modelo:S5735 48P"
CL-PLD-COP-SW-3,CL-PLD-COP-SW-3,10.152.31.252,"CL-PLD-COP, switch","componente:CL-PLD-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PTR-COP-CAM-183,CL-PTR-COP-CAM-183,10.150.20.74,CL-PTR-COP,
PE-MCO-COP-CAM-87,PE-MCO-COP-CAM-87,10.255.30.108,PE-MCO-COP,
PE-OPANG-TI-ACC  12,PE-OPANG-TI-ACC  12,10.231.8.211,"FLUJOS, PE-OPANG",
PE-OPATO-TI-ACC 15,PE-OPATO-TI-ACC 15,10.234.8.215,"FLUJOS, PE-OPATO",
CL-CM-TI-AP-14,CL-CM-TI-AP-14,10.1.4.7,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-CM-TI-P7-AP-08,CL-CM-TI-P7-AP-08,10.1.5.16,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9115AXI-A"
CL-CM-TI-P7-AP-11,CL-CM-TI-P7-AP-11,10.1.5.10,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9115AXI-A"
CL-PAR-TI-PRINTER-01,CL-PAR-TI-PRINTER-01,10.23.0.47,CL-PAR-TI,
CL-CM-TI-COP-AP-01,CL-CM-TI-COP-AP-01,10.1.5.22,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:C9120AXI-A"
CL-PAR-TI-PC-RADIO-01,CL-PAR-TI-PC-RADIO-01,10.23.2.20,CL-PAR-TI,
CL-PVE-TI-ACC-14,CL-PVE-TI-ACC-14,10.2.2.56,"CL-PVE-TI, FLUJOS",
CL-PTR-COP-CAM-79,CL-PTR-COP-CAM-79,10.150.20.105,CL-PTR-COP,
CL-PTR-COP-CAM-118,CL-PTR-COP-CAM-118,10.150.20.160,CL-PTR-COP,nivel:critico
CL-PTO-PK-SW-13,CL-PTO-PK-SW-13,10.204.17.16,"switch, CL-PTO-PK","red:parking, marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP"
CL-CM-TI-AP-18,CL-CM-TI-AP-18,10.1.4.15,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PTR-COP-CAM-33,CL-PTR-COP-CAM-33,10.150.20.52,CL-PTR-COP,nivel:critico
CL-CM-TI-P7-UPS-01,CL-CM-TI-P7-UPS-01,10.199.4.5,"CL-CM-TI, CL-TI-ADM, CL-COP-TI, UPS",
CL-PTR-COP-CAM-82,CL-PTR-COP-CAM-82,10.150.20.102,CL-PTR-COP,
PE-OPANG-TI-ACC 13,PE-OPANG-TI-ACC 13,10.231.8.212,"FLUJOS, PE-OPANG",
CL-PAR-TI-RT01,CL-PAR-TI-RT01,10.214.255.253,"CL-PAR-TI, routers, routers-ti, router-cl-ti",
CL-PEG-COP-CAM-336,CL-PEG-COP-CAM-336,10.150.34.163,CL-PEG-COP,"componente:CL-PEG-COP-CAM, nivel:critico"
CL-PLD-COP-SW-25,CL-PLD-COP-SW-25,10.152.31.224,"CL-PLD-COP, switch","componente:CL-PLD-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-S"
PE-MBV-TI-ACC-07,PE-MBV-TI-ACC-07,192.168.211.8,"PE-MBV-TI, FLUJOS",
CL-PTR-COP-SW-10,CL-PTR-COP-SW-10,10.150.20.252,"CL-PTR-COP, switch","marca:huawei, modelo:S5735-L48P4X-A1"
CL-CM-TI-P7-UPS-02,CL-CM-TI-P7-UPS-02,10.199.4.4,"CL-CM-TI, CL-TI-ADM, CL-COP-TI, UPS",
CL-PVE-TI-SW-CORE,CL-PVE-TI-SW-CORE,10.2.0.3,"CL-PVE-TI, switch","backup_sw_enable:yes, backup_sw_type:huawei, marca:huawei, modelo:S5735-L48P4X-A1"
CL-CM-TI-P9A-UPS-02,CL-CM-TI-P9A-UPS-02,10.1.0.221,"CL-CM-TI, UPS",
CL-PLD-PK-SW-01,CL-PLD-PK-SW-01,10.121.194.211,"CL-PLD-PK, switch, Switch-Parking","marca:cisco, modelo:SF200-24, red:parking"
CL-CM-TI-P9B-UPS-04,CL-CM-TI-P9B-UPS-04,10.1.0.223,"CL-CM-TI, UPS",
CL-PTO-TI-CC-01,CL-PTO-TI-CC-01,10.5.0.210,"CL-PTO-TI, control-centralizado",
CL-PVE-TI-ACC-15,CL-PVE-TI-ACC-15,10.2.2.54,"CL-PVE-TI, FLUJOS",
CL-PTO-COP-SW-CORE,CL-PTO-COP-SW-CORE,10.204.47.249,"CL-PTO-COP, switch","modelo:S6730-H48X6C, marca:huawei"
CL-CM-TI-AP-08,CL-CM-TI-AP-08,10.1.4.9,"CL-CM-TI, CL-TI-ADM, AP","marca:cisco, modelo:AIR-AP4800-A-K9"
CL-PTO-PK-SW-14,CL-PTO-PK-SW-14,10.204.17.17,"switch, CL-PTO-PK","marca:aruba, modelo:OS-CX 6000 24G CL4 4SFP, red:parking"
PE-PBE-COP-SW-18,PE-PBE-COP-SW-18,10.255.3.200,PE-MBV-COP,"Switch:MPBE_SW_Z3_SW_CISCO_2020, marca:cisco, modelo:C9200L-24P-4G"
CL-PAL-COP-CAM-193,CL-PAL-COP-CAM-193,10.150.127.21,CL-PAL-COP,
PE-OPANG-SW-17,PE-OPANG-SW-17,10.231.50.17,"switch, PE-OPANG","marca:cisco, modelo:C9200l-48p-4x"
PE-OPANG-TI- ACC 14,PE-OPANG-TI- ACC 14,10.231.8.213,"FLUJOS, PE-OPANG",
CL-PLD-COP-SW-26,CL-PLD-COP-SW-26,10.152.31.226,"CL-PLD-COP, switch","componente:CL-PLD-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PLS-COP-SW-11,CL-PLS-COP-SW-11,10.150.30.246,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PLS-COP-SW-14,CL-PLS-COP-SW-14,10.150.30.243,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
