Host,Name,IP,Groups,Tags
CL-PLA-PK-SWCORE,CL-PLA-PK-SWCORE,10.121.96.253,"CL-PLA-PK, switch","red:parking, marca:cisco, modelo:WS-C2960L-24PS-LL"
CL-PTR-COP-CAM-91,CL-PTR-COP-CAM-91,10.150.20.93,CL-PTR-COP,
CL-POE-COP-CIT-15,CL-POE-COP-CIT-15,10.160.6.19,"CL-POE-COP, CITOFONIA",
PE-MCO-COP-CAM-79,PE-MCO-COP-CAM-79,10.255.30.100,PE-MCO-COP,
CL-POE-COP-CAM-307,CL-POE-COP-CAM-307,10.152.18.189,CL-POE-COP,
CL-PAR-COP-CAM-28,CL-PAR-COP-CAM-28,10.152.40.26,CL-PAR-COP,nivel:critico
PE-MCO-COP-CAM-121,PE-MCO-COP-CAM-121,10.255.30.142,PE-MCO-COP,
CL-PAR-COP-CAM-121,CL-PAR-COP-CAM-121,10.152.40.41,CL-PAR-COP,nivel:critico
PE-MAQ-COP-PME-1,PE-MAQ-COP-PME-1,10.224.39.120,"PME, PE-MAQ-COP, PME-PERU",
CL-PEG-COP-CAM-320,CL-PEG-COP-CAM-320,10.150.34.195,CL-PEG-COP,"componente:CL-PEG-COP-CAM, nivel:critico"
CL-PEG-COP-CAM-188,CL-PEG-COP-CAM-188,10.150.34.81,CL-PEG-COP,componente:CL-PEG-COP-CAM
CL-PLD-COP-CAM-10,CL-PLD-COP-CAM-10,10.152.30.44,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM10-,location:ASCENSOR ALFA 1 NVL M0"
CL-PAL-TI-GW-TOIP-01,CL-PAL-TI-GW-TOIP-01,10.180.101.10,CL-PAL-TI,
PE-OPPIU-SW 04,PE-OPPIU-SW 04,10.232.50.5,"switch, PE-OPPIU","marca:cisco, modelo:C9200L-24P-4X"
CL-PAN-TI-ACC-10,CL-PAN-TI-ACC-10,10.9.2.33,"CL-PAN-TI, FLUJOS",
CL-PLD-COP-CAM-13,CL-PLD-COP-CAM-13,10.152.30.51,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-13,location:ALFA 5"
CL-PLD-COP-CAM-14,CL-PLD-COP-CAM-14,10.152.30.124,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-14,location:SALIDA EMERGENCIA  FEROUCH NVL M1"
CL-PLS-TI-GW-TOIP-01,CL-PLS-TI-GW-TOIP-01,10.180.6.10,CL-PLS-TI,
CL-PLD-PK-SERV1,CL-PLD-PK-SERV1,10.121.196.2,CL-PLD-PK,
CL-PLD-PK-SERVER-QUERCUS,CL-PLD-PK-SERVER-QUERCUS,10.121.196.11,CL-PLD-PK,
CL-PLD-COP-CAM-15,CL-PLD-COP-CAM-15,10.152.30.125,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:normal,status:error,name:CL-PLD-COP-CAM-15,location:PASILLO FALABELLA NVL M1"
CL-PVE-PK-ESP-24,CL-PVE-PK-ESP-24,10.121.233.49,CL-PVE-PK,"componente:CL-PVE-PK-SAL, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:parking,mall:pve,criticality:general,status:error,name:CL-PVE-PK-ESP-24,location:Salida 9 Lider -1,service_group:salida"
CL-PVE-PK-ESP-25,CL-PVE-PK-ESP-25,10.121.233.50,CL-PVE-PK,"componente:CL-PVE-PK-CAJ, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:parking,mall:pve,criticality:general,status:error,name:CL-PVE-PK-ESP-25,location:Camara Espia Cajero Automatico Lider 1,service_group:cajero"
CL-PTR-COP-CAM-43,CL-PTR-COP-CAM-43,10.150.20.46,CL-PTR-COP,
CL-PTR-COP-CAM-113,CL-PTR-COP-CAM-113,10.150.20.165,CL-PTR-COP,nivel:critico
CL-CM-TI-WLC-01,CL-CM-TI-WLC-01,10.1.1.241,"CL-CM-TI, CM-WIFI, wlc",
CL-PAR-COP-CAM-22,CL-PAR-COP-CAM-22,10.152.40.45,CL-PAR-COP,
CL-PTR-COP-CAM-133,CL-PTR-COP-CAM-133,10.150.20.143,CL-PTR-COP,
CL-PTR-COP-CAM-119,CL-PTR-COP-CAM-119,10.150.20.202,CL-PTR-COP,nivel:critico
CL-CM-TI-WLC-01-NEW,CL-CM-TI-WLC-01-NEW,10.1.1.254,"CL-CM-TI, CM-WIFI, wlc",
PE-MAQ-COP-CAM-134,PE-MAQ-COP-CAM-134,10.255.20.88,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-134 ,location:M3 CAM"
PE-MBV-COP-CAM-70,PE-MBV-COP-CAM-70,10.255.0.28,PE-MBV-COP,
CL-PTR-COP-BR-01,CL-PTR-COP-BR-01,30.150.21.40,CL-PTR-COP,
PE-MCO-COP-CAM-35,PE-MCO-COP-CAM-35,10.255.30.223,PE-MCO-COP,
CL-PTR-COP-CAM-25,CL-PTR-COP-CAM-25,10.150.20.60,CL-PTR-COP,
PE-MBV-COP-UPS-00,PE-MBV-COP-UPS-00,10.255.1.234,PE-MBV-COP,
CL-PTR-COP-CAM-169,CL-PTR-COP-CAM-169,10.150.20.187,CL-PTR-COP,
PE-MCO-COP-CAM-49,PE-MCO-COP-CAM-49,10.255.30.70,PE-MCO-COP,
CL-CM-TI-WLC-02,CL-CM-TI-WLC-02,10.1.4.2,"CL-CM-TI, wlc",
PE-MBV-COP-CAM-80,PE-MBV-COP-CAM-80,10.255.0.38,PE-MBV-COP,
CL-PVE-COP-CAM-443,CL-PVE-COP-CAM-443,10.150.139.108,CL-PVE-COP,
PE-MCO-COP-CAM-145,PE-MCO-COP-CAM-145,10.255.30.166,PE-MCO-COP,
CL-PVE-COP-CAM-48,CL-PVE-COP-CAM-48,10.150.4.227,CL-PVE-COP,
CL-PVE-COP-CIT-18,CL-PVE-COP-CIT-18,10.160.4.23,"CL-PVE-COP, CITOFONIA",
PE-MBV-COP-CAM-143,PE-MBV-COP-CAM-143,10.255.0.103,PE-MBV-COP,
CL-PVE-COP-CAM-419,CL-PVE-COP-CAM-419,10.150.139.157,CL-PVE-COP,
CL-PVE-COP-SW-03,CL-PVE-COP-SW-03,10.150.105.252,"CL-PVE-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PVE-COP-CAM-510,CL-PVE-COP-CAM-510,10.150.139.142,CL-PVE-COP,
PE-MAQ-COP-CIT-001,PE-MAQ-COP-CIT-001,10.255.23.11,"PE-MAQ-COP, CITOFONIA","componente:PE-MAQ-COP-CIT, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CIT-001,location:Sala de Control"
PE-MAQ-COP-CAM-153,PE-MAQ-COP-CAM-153,10.255.20.181,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-153 ,location:ASCENSOR 3 MARIAS 2"
PE-MCO-COP-CAM-36,PE-MCO-COP-CAM-36,10.255.30.57,PE-MCO-COP,
PE-MCO-COP-CAM-24,PE-MCO-COP-CAM-24,10.255.30.45,PE-MCO-COP,
PE-MBV-COP-CAM-112,PE-MBV-COP-CAM-112,10.255.0.70,PE-MBV-COP,
PE-MCO-COP-CAM-155,PE-MCO-COP-CAM-155,10.255.30.176,PE-MCO-COP,
PE-MCO-COP-CAM-57,PE-MCO-COP-CAM-57,10.255.30.78,PE-MCO-COP,
PE-MAQ-COP-CAM-119,PE-MAQ-COP-CAM-119,10.255.20.70,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-119 ,location:GALERIAS ZONA NAIL STYLE M2"
PE-MCO-COP-CAM-122,PE-MCO-COP-CAM-122,10.255.30.143,PE-MCO-COP,
CL-POE-UPS-19,CL-POE-UPS-19,10.200.50.31,"CL-POE-COP, UPS",
CL-PLD-TI-IMPRESORA-01,CL-PLD-TI-IMPRESORA-01,10.22.0.32,CL-PLD-TI,
CL-PBB-TI-ACC-11,CL-PBB-TI-ACC-11,10.13.2.11,"CL-PBB-TI, FLUJOS",
CL-PBB-TI-ACC-13,CL-PBB-TI-ACC-13,10.13.2.13,"CL-PBB-TI, FLUJOS",
PE-MCO-COP-CAM-2,PE-MCO-COP-CAM-2,10.255.30.22,PE-MCO-COP,
PE-MBV-COP-CAM-123,PE-MBV-COP-CAM-123,10.255.0.86,PE-MBV-COP,
CL-PTR-COP-CAM-71,CL-PTR-COP-CAM-71,10.150.20.113,CL-PTR-COP,
PE-MAQ-COP-CAM-106,PE-MAQ-COP-CAM-106,10.255.20.57,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-106 ,location:GALERIAS HALL STARBUCKS M1"
CL-PTR-COP-CAM-65,CL-PTR-COP-CAM-65,10.150.20.115,CL-PTR-COP,
PE-MCO-COP-CAM-63,PE-MCO-COP-CAM-63,10.255.30.84,PE-MCO-COP,
PE-MCO-COP-CAM-82,PE-MCO-COP-CAM-82,10.255.30.103,PE-MCO-COP,
PE-MCO-COP-CAM-95,PE-MCO-COP-CAM-95,10.255.30.116,PE-MCO-COP,
CL-PTR-COP-CAM-30,CL-PTR-COP-CAM-30,10.150.20.57,CL-PTR-COP,
PE-MCO-COP-CAM-128,PE-MCO-COP-CAM-128,10.255.30.149,PE-MCO-COP,
CL-PTR-COP-CAM-135,CL-PTR-COP-CAM-135,10.150.20.217,CL-PTR-COP,
PE-MCO-COP-CAM-31,PE-MCO-COP-CAM-31,10.255.30.222,PE-MCO-COP,
CL-PTR-COP-CAM-107,CL-PTR-COP-CAM-107,10.150.20.173,CL-PTR-COP,nivel:critico
PE-MCO-COP-CAM-117,PE-MCO-COP-CAM-117,10.255.30.138,PE-MCO-COP,
PE-MBV-COP-CAM-151,PE-MBV-COP-CAM-151,10.255.0.113,PE-MBV-COP,
PE-MAQ-COP-RT-01,PE-MAQ-COP-RT-01,10.255.20.1,"PE-MAQ-COP, routers",
CL-PTR-COP-CAM-57,CL-PTR-COP-CAM-57,10.150.20.123,CL-PTR-COP,
CL-PTR-COP-CAM-80,CL-PTR-COP-CAM-80,10.150.20.106,CL-PTR-COP,
CL-PTR-COP-CAM-130,CL-PTR-COP-CAM-130,10.150.20.149,CL-PTR-COP,
PE-MAQ-COP-CIT-005,PE-MAQ-COP-CIT-005,10.255.23.15,"PE-MAQ-COP, CITOFONIA","componente:PE-MAQ-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:maq,criticality:critical,status:error,name:PE-MAQ-COP-CIT-005,location:Ascensor individual"
CL-PVE-COP-SW-38,CL-PVE-COP-SW-38,10.150.125.251,"CL-PVE-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PVE-COP-CAM-566,CL-PVE-COP-CAM-566,10.150.139.176,CL-PVE-COP,
CL-PVE-COP-CAM-457,CL-PVE-COP-CAM-457,10.150.139.43,CL-PVE-COP,
PE-MBV-COP-CAM-120,PE-MBV-COP-CAM-120,10.255.0.83,PE-MBV-COP,
CL-PVE-COP-CIT-7,CL-PVE-COP-CIT-7,10.160.4.9,"CL-PVE-COP, CITOFONIA",
CL-PVE-COP-CAM-440,CL-PVE-COP-CAM-440,10.150.139.165,CL-PVE-COP,
CL-PVE-COP-CAM-352,CL-PVE-COP-CAM-352,10.150.5.204,CL-PVE-COP,
PE-MAQ-COP-CIT-009,PE-MAQ-COP-CIT-009,10.255.23.20,"PE-MAQ-COP, CITOFONIA","componente:PE-MAQ-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:maq,criticality:critical,status:error,name:PE-MAQ-COP-CIT-009,location:Ascensor 3 Marias 3"
PE-MCO-COP-CAM-102,PE-MCO-COP-CAM-102,10.255.30.123,PE-MCO-COP,
PE-MCO-COP-CAM-69,PE-MCO-COP-CAM-69,10.255.30.90,PE-MCO-COP,
PE-MBV-COP-CAM-73,PE-MBV-COP-CAM-73,10.255.0.31,PE-MBV-COP,
PE-MAQ-COP-CIT-004,PE-MAQ-COP-CIT-004,10.255.23.14,"PE-MAQ-COP, CITOFONIA","componente:PE-MAQ-COP-CIT, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:maq,criticality:critical,status:error,name:PE-MAQ-COP-CIT-004,location:Ascensor 3 marias 1"
PE-MBV-COP-CAM-117,PE-MBV-COP-CAM-117,10.255.0.80,PE-MBV-COP,
PE-MTR-COP-CAM-077,PE-MTR-COP-CAM-077,10.255.10.36,PE-MTR-COP,
PE-MBV-COP-CAM-106,PE-MBV-COP-CAM-106,10.255.0.64,PE-MBV-COP,
PE-MAQ-COP-CAM-114,PE-MAQ-COP-CAM-114,10.255.20.65,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-114 ,location:GALERIAS EXTERIOR RIPLEY M2"
CL-PBB-TI-AUD-02,CL-PBB-TI-AUD-02,10.13.0.153,CL-PBB-TI,
CL-PBB-TI-CC-04,CL-PBB-TI-CC-04,10.13.0.216,CL-PBB-TI,
CL-PBB-TI-GW-TOIP-01,CL-PBB-TI-GW-TOIP-01,10.13.0.6,CL-PBB-TI,
CL-PVE-COP-CAM-409,CL-PVE-COP-CAM-409,10.150.5.198,CL-PVE-COP,
CL-PVE-COP-CAM-501,CL-PVE-COP-CAM-501,10.150.139.90,CL-PVE-COP,
CL-PVE-COP-CAM-525,CL-PVE-COP-CAM-525,10.150.139.61,CL-PVE-COP,
CL-PVE-COP-CAM-347,CL-PVE-COP-CAM-347,10.150.4.146,CL-PVE-COP,
CL-PVE-COP-CAM-561,CL-PVE-COP-CAM-561,10.150.139.55,CL-PVE-COP,
CL-PVE-COP-CAM-110,CL-PVE-COP-CAM-110,10.150.5.156,CL-PVE-COP,
CL-PVE-COP-CAM-580,CL-PVE-COP-CAM-580,10.150.125.20,CL-PVE-COP,
CL-PAN-PK-CAJERO21,CL-PAN-PK-CAJERO21,10.121.65.121,CL-PAN-PK,
CL-PVE-COP-CAM-455,CL-PVE-COP-CAM-455,10.150.125.171,CL-PVE-COP,
CL-PVE-COP-CIT-8,CL-PVE-COP-CIT-8,10.160.4.10,"CL-PVE-COP, CITOFONIA",
CL-PVE-COP-CAM-13,CL-PVE-COP-CAM-13,10.150.4.125,CL-PVE-COP,nivel:critico
CL-PAN-PK-CAJERO22,CL-PAN-PK-CAJERO22,10.121.65.122,CL-PAN-PK,
CL-PVE-COP-CAM-72,CL-PVE-COP-CAM-72,10.150.4.229,CL-PVE-COP,
CL-PVE-COP-CAM-19,CL-PVE-COP-CAM-19,10.150.4.198,CL-PVE-COP,nivel:critico
CL-PVE-COP-CAM-344,CL-PVE-COP-CAM-344,10.150.4.142,CL-PVE-COP,
CL-PAN-PK-CAJERO23,CL-PAN-PK-CAJERO23,10.121.65.123,CL-PAN-PK,
CL-POE-COP-CAM-308,CL-POE-COP-CAM-308,10.152.18.190,CL-POE-COP,
PE-MBV-COP-CAM-75,PE-MBV-COP-CAM-75,10.255.0.33,PE-MBV-COP,
PE-MCO-COP-CAM-4,PE-MCO-COP-CAM-4,10.255.30.24,PE-MCO-COP,
CL-PAN-PK-CAJERO24,CL-PAN-PK-CAJERO24,10.121.65.124,CL-PAN-PK,
PE-MBV-COP-CAM-97,PE-MBV-COP-CAM-97,10.255.0.55,PE-MBV-COP,
CL-PAR-COP-CAM-25,CL-PAR-COP-CAM-25,10.152.40.48,CL-PAR-COP,
CL-PLD-COP-CAM-119,CL-PLD-COP-CAM-119,10.152.30.111,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-119,location:SALIDA PADRE HURTADO NVL P4"
PE-MAQ-COP-CAM-080,PE-MAQ-COP-CAM-080,10.255.20.20,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-80 ,location:HALL ASCENSOR INDIVIDUAL M -1"
PE-MBV-COP-CAM-136,PE-MBV-COP-CAM-136,10.255.0.97,PE-MBV-COP,
PE-MAQ-COP-CAM-124,PE-MAQ-COP-CAM-124,10.255.20.75,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-124 ,location:M2 CAM"
PE-MBV-COP-CIT-5,PE-MBV-COP-CIT-5,10.255.3.15,"PE-MBV-COP, CITOFONIA",
PE-MCO-COP-CAM-58,PE-MCO-COP-CAM-58,10.255.30.79,PE-MCO-COP,
PE-MCO-COP-CAM-144,PE-MCO-COP-CAM-144,10.255.30.165,PE-MCO-COP,
PE-MCO-COP-CAM-101,PE-MCO-COP-CAM-101,10.255.30.122,PE-MCO-COP,
PE-MCO-COP-CAM-140,PE-MCO-COP-CAM-140,10.255.30.161,PE-MCO-COP,
PE-MCO-COP-CAM-172,PE-MCO-COP-CAM-172,10.255.30.193,PE-MCO-COP,
PE-MCO-COP-CAM-158,PE-MCO-COP-CAM-158,10.255.30.179,PE-MCO-COP,
CL-PAN-PK-CAJERO25,CL-PAN-PK-CAJERO25,10.121.65.125,CL-PAN-PK,
CL-PAN-PK-CAJERO26,CL-PAN-PK-CAJERO26,10.121.65.126,CL-PAN-PK,
CL-PAN-PK-CAJERO27,CL-PAN-PK-CAJERO27,10.121.65.127,CL-PAN-PK,
CL-PAN-PK-CAJERO28,CL-PAN-PK-CAJERO28,10.121.65.128,CL-PAN-PK,
CL-PAN-PK-CAJERO29,CL-PAN-PK-CAJERO29,10.121.65.129,CL-PAN-PK,
CL-PLD-COP-CAM-120,CL-PLD-COP-CAM-120,10.152.30.39,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-120,location:SALA ELECTRICA NVL P4"
CL-PAR-COP-CAM-60,CL-PAR-COP-CAM-60,10.152.40.58,CL-PAR-COP,
CL-PVE-COP-CAM-519,CL-PVE-COP-CAM-519,10.150.139.78,CL-PVE-COP,
CL-PAR-COP-CAM-1,CL-PAR-COP-CAM-1,10.152.40.46,CL-PAR-COP,nivel:critico
CL-PTR-COP-CAM-84,CL-PTR-COP-CAM-84,10.150.20.101,CL-PTR-COP,
CL-PAR-COP-CAM-117,CL-PAR-COP-CAM-117,10.152.40.137,CL-PAR-COP,nivel:critico
CL-PAN-PK-SW-UBQ01,CL-PAN-PK-SW-UBQ01,10.121.65.176,"CL-PAN-PK, switch",
CL-PAR-COP-CAM-72,CL-PAR-COP-CAM-72,10.152.40.97,CL-PAR-COP,nivel:critico
CL-PTR-COP-CAM-180,CL-PTR-COP-CAM-180,10.150.20.217,CL-PTR-COP,
CL-PAR-COP-CAM-58,CL-PAR-COP-CAM-58,10.152.40.52,CL-PAR-COP,
CL-PVE-COP-CAM-149,CL-PVE-COP-CAM-149,10.150.4.72,CL-PVE-COP,
CL-PAR-COP-CAM-33,CL-PAR-COP-CAM-33,10.152.40.70,CL-PAR-COP,nivel:critico
CL-PVE-COP-CAM-353,CL-PVE-COP-CAM-353,10.150.139.19,CL-PVE-COP,
CL-PAR-COP-CAM-98,CL-PAR-COP-CAM-98,10.152.41.13,CL-PAR-COP,
CL-PAR-COP-CAM-92,CL-PAR-COP-CAM-92,10.152.40.20,CL-PAR-COP,
CL-PTR-COP-CAM-54,CL-PTR-COP-CAM-54,10.150.20.128,CL-PTR-COP,
CL-PVE-COP-CAM-36,CL-PVE-COP-CAM-36,10.150.4.225,CL-PVE-COP,
CL-POE-UPS-20,CL-POE-UPS-20,10.200.50.32,"CL-POE-COP, UPS",
CL-PVE-COP-CAM-444,CL-PVE-COP-CAM-444,10.150.125.194,CL-PVE-COP,
CL-POE-COP-CAM-309,CL-POE-COP-CAM-309,10.152.18.191,CL-POE-COP,
CL-POE-COP-CAM-310,CL-POE-COP-CAM-310,10.152.18.192,CL-POE-COP,
CL-POE-COP-CAM-311,CL-POE-COP-CAM-311,10.152.18.193,CL-POE-COP,
CL-POE-COP-CAM-312,CL-POE-COP-CAM-312,10.152.18.194,CL-POE-COP,
CL-POE-COP-CAM-313,CL-POE-COP-CAM-313,10.152.18.195,CL-POE-COP,
PE-MAQ-COP-CAM-151,PE-MAQ-COP-CAM-151,10.255.20.165,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-151 ,location:CHILLER SAGA"
PE-MBV-COP-CAM-69,PE-MBV-COP-CAM-69,10.255.0.27,PE-MBV-COP,
CL-PLS-COP-CAM-167,CL-PLS-COP-CAM-167,10.150.135.76,CL-PLS-COP,
PE-MBV-COP-CAM-150,PE-MBV-COP-CAM-150,10.255.0.112,PE-MBV-COP,
PE-MAQ-COP-CAM-120,PE-MAQ-COP-CAM-120,10.255.20.71,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:critico, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:critical, status:error,name:PE-MAQ-COP-CAM-120 ,location:PTZ ESCALERAS ELECTRICAS AL M1 ZONA M2"
PE-MCO-COP-CAM-37,PE-MCO-COP-CAM-37,10.255.30.230,PE-MCO-COP,
PE-MCO-COP-CAM-1,PE-MCO-COP-CAM-1,10.255.30.21,PE-MCO-COP,
PE-MCO-COP-CAM-32,PE-MCO-COP-CAM-32,10.255.30.228,PE-MCO-COP,
PE-MCO-COP-CAM-143,PE-MCO-COP-CAM-143,10.255.30.164,PE-MCO-COP,
CL-PLS-COP-CAM-177,CL-PLS-COP-CAM-177,10.150.135.110,CL-PLS-COP,
CL-PLS-COP-CAM-176,CL-PLS-COP-CAM-176,10.150.135.109,CL-PLS-COP,
CL-PLS-COP-CAM-169,CL-PLS-COP-CAM-169,10.150.135.79,CL-PLS-COP,
CL-PLS-COP-CAM-172,CL-PLS-COP-CAM-172,10.150.135.94,CL-PLS-COP,
CL-PLS-COP-CAM-174,CL-PLS-COP-CAM-174,10.150.135.107,CL-PLS-COP,
CL-PAR-COP-CAM-10,CL-PAR-COP-CAM-10,10.152.40.31,CL-PAR-COP,
CL-PAR-COP-CAM-81,CL-PAR-COP-CAM-81,10.152.40.111,CL-PAR-COP,nivel:critico
CL-PVE-COP-CAM-533,CL-PVE-COP-CAM-533,10.150.139.101,CL-PVE-COP,
CL-PAR-COP-CAM-49,CL-PAR-COP-CAM-49,10.152.40.61,CL-PAR-COP,
CL-PTR-COP-CAM-102,CL-PTR-COP-CAM-102,10.150.20.67,CL-PTR-COP,nivel:critico
CL-PAR-COP-CAM-118,CL-PAR-COP-CAM-118,10.152.40.138,CL-PAR-COP,nivel:critico
CL-POE-UPS-21,CL-POE-UPS-21,10.200.50.27,"CL-POE-COP, UPS",
CL-PAR-COP-CAM-112,CL-PAR-COP-CAM-112,10.152.40.132,CL-PAR-COP,
CL-PTR-COP-CAM-150,CL-PTR-COP-CAM-150,10.150.20.221,CL-PTR-COP,nivel:critico
CL-PAR-COP-CAM-64,CL-PAR-COP-CAM-64,10.152.40.54,CL-PAR-COP,nivel:critico
CL-PVE-COP-CAM-77,CL-PVE-COP-CAM-77,10.150.4.229,CL-PVE-COP,
CL-PAR-COP-CAM-50,CL-PAR-COP-CAM-50,10.152.40.62,CL-PAR-COP,
CL-PVE-COP-CAM-413,CL-PVE-COP-CAM-413,10.150.5.166,CL-PVE-COP,
CL-PAR-COP-CAM-82,CL-PAR-COP-CAM-82,10.152.40.141,CL-PAR-COP,
CL-PVE-COP-CAM-371,CL-PVE-COP-CAM-371,10.150.5.239,CL-PVE-COP,
CL-POE-COP-CAM-314,CL-POE-COP-CAM-314,10.152.18.196,CL-POE-COP,
CL-POE-COP-CIT-8,CL-POE-COP-CIT-8,10.160.6.12,"CL-POE-COP, CITOFONIA",
CL-PAR-COP-CAM-102,CL-PAR-COP-CAM-102,10.152.40.119,CL-PAR-COP,nivel:critico
CL-POE-COP-CAM-317,CL-POE-COP-CAM-317,10.152.18.199,CL-POE-COP,
CL-POE-COP-CAM-318,CL-POE-COP-CAM-318,10.152.18.221,CL-POE-COP,
CL-POE-COP-CIT-10,CL-POE-COP-CIT-10,10.160.6.14,"CL-POE-COP, CITOFONIA",
CL-POE-COP-CAM-319,CL-POE-COP-CAM-319,10.152.18.222,CL-POE-COP,
CL-POE-COP-CAM-320,CL-POE-COP-CAM-320,10.152.18.223,CL-POE-COP,
CO-NQS-COP-CAM-206,CO-NQS-COP-CAM-206,10.250.30.216,CO-NQS-COP,
PE-MAQ-COP-FW-01_2,PE-MAQ-COP-FW-01_2,10.224.47.252,"PE-MAQ-COP, Firewalls, SDWAN_SPOKE",
PE-MCO-COP-CAM-72,PE-MCO-COP-CAM-72,10.255.30.93,PE-MCO-COP,
PE-MBV-COP-CAM-95,PE-MBV-COP-CAM-95,10.255.0.53,PE-MBV-COP,
PE-MCO-COP-CAM-123,PE-MCO-COP-CAM-123,10.255.30.144,PE-MCO-COP,
PE-MCO-COP-CAM-153,PE-MCO-COP-CAM-153,10.255.30.174,PE-MCO-COP,
PE-MCO-COP-CAM-120,PE-MCO-COP-CAM-120,10.255.30.141,PE-MCO-COP,
PE-OPPIU-SW-CORE,PE-OPPIU-SW-CORE,10.232.50.1,"switch, PE-OPPIU","marca:cisco, modelo:C9300L-48P-4X"
CL-PLS-COP-CAM-188,CL-PLS-COP-CAM-188,10.150.135.33,CL-PLS-COP,
CL-PLS-COP-CAM-181,CL-PLS-COP-CAM-181,10.150.135.26,CL-PLS-COP,
CL-PLS-COP-CAM-187,CL-PLS-COP-CAM-187,10.150.135.32,CL-PLS-COP,
CL-PLS-COP-CAM-185,CL-PLS-COP-CAM-185,10.150.135.30,CL-PLS-COP,
CL-PLS-COP-CAM-192,CL-PLS-COP-CAM-192,10.150.135.37,CL-PLS-COP,
CL-PLS-COP-CAM-182,CL-PLS-COP-CAM-182,10.150.135.64,CL-PLS-COP,
